method,target,seed,episode,f1,auc,inner_steps,eps,K_meta,sweep
reptile,huasco,42,19,0.6666666666666666,0.9099999999999999,1,0.1,10,inner_steps
reptile,huasco,42,20,0.9,0.9500000000000001,1,0.1,10,inner_steps
reptile,huasco,42,21,0.8695652173913043,0.95,1,0.1,10,inner_steps
reptile,huasco,42,22,0.8571428571428571,0.88,1,0.1,10,inner_steps
reptile,huasco,42,23,0.5263157894736842,0.67,1,0.1,10,inner_steps
reptile,huasco,42,24,0.9090909090909091,0.8900000000000001,1,0.1,10,inner_steps
reptile,huasco,42,25,0.9090909090909091,0.9900000000000001,1,0.1,10,inner_steps
reptile,huasco,42,26,0.7058823529411765,0.92,1,0.1,10,inner_steps
reptile,huasco,42,27,0.9473684210526315,1.0,1,0.1,10,inner_steps
reptile,huasco,42,28,0.782608695652174,0.8150000000000001,1,0.1,10,inner_steps
reptile,huasco,42,29,0.782608695652174,0.73,1,0.1,10,inner_steps
reptile,elqui,42,0,0.8,0.8900000000000001,1,0.1,10,inner_steps
reptile,elqui,42,1,0.5,0.88,1,0.1,10,inner_steps
reptile,elqui,42,2,0.7368421052631579,0.75,1,0.1,10,inner_steps
reptile,elqui,42,3,0.8571428571428571,0.9400000000000001,1,0.1,10,inner_steps
reptile,elqui,42,4,0.8333333333333334,0.7999999999999999,1,0.1,10,inner_steps
reptile,elqui,42,5,0.5714285714285714,0.65,1,0.1,10,inner_steps
reptile,elqui,42,6,0.72,0.81,1,0.1,10,inner_steps
reptile,elqui,42,7,0.8421052631578947,0.94,1,0.1,10,inner_steps
reptile,elqui,42,8,0.8888888888888888,0.9400000000000001,1,0.1,10,inner_steps
reptile,elqui,42,9,0.5882352941176471,0.8499999999999999,1,0.1,10,inner_steps
reptile,elqui,42,10,0.4,0.54,1,0.1,10,inner_steps
reptile,elqui,42,11,0.7272727272727273,0.81,1,0.1,10,inner_steps
reptile,elqui,42,12,0.7,0.72,1,0.1,10,inner_steps
reptile,elqui,42,13,0.8695652173913043,0.89,1,0.1,10,inner_steps
reptile,elqui,42,14,0.7777777777777778,0.9000000000000001,1,0.1,10,inner_steps
reptile,elqui,42,15,0.6666666666666666,0.8200000000000001,1,0.1,10,inner_steps
reptile,elqui,42,16,0.6666666666666666,0.8,1,0.1,10,inner_steps
reptile,elqui,42,17,0.782608695652174,0.835,1,0.1,10,inner_steps
reptile,elqui,42,18,0.8571428571428571,0.81,1,0.1,10,inner_steps
reptile,elqui,42,19,1.0,1.0,1,0.1,10,inner_steps
reptile,elqui,42,20,0.7272727272727273,0.81,1,0.1,10,inner_steps
reptile,elqui,42,21,0.782608695652174,0.8600000000000001,1,0.1,10,inner_steps
reptile,elqui,42,22,0.7368421052631579,0.85,1,0.1,10,inner_steps
reptile,elqui,42,23,0.8421052631578947,0.8600000000000001,1,0.1,10,inner_steps
reptile,elqui,42,24,0.8181818181818182,0.96,1,0.1,10,inner_steps
reptile,elqui,42,25,0.42857142857142855,0.79,1,0.1,10,inner_steps
reptile,elqui,42,26,0.625,0.94,1,0.1,10,inner_steps
reptile,elqui,42,27,0.782608695652174,0.8800000000000001,1,0.1,10,inner_steps
reptile,elqui,42,28,0.72,0.83,1,0.1,10,inner_steps
reptile,elqui,42,29,0.8181818181818182,0.94,1,0.1,10,inner_steps
reptile,limari,42,0,0.4,0.78,1,0.1,10,inner_steps
reptile,limari,42,1,0.6666666666666666,0.57,1,0.1,10,inner_steps
reptile,limari,42,2,0.6153846153846154,0.48,1,0.1,10,inner_steps
reptile,limari,42,3,0.7,0.74,1,0.1,10,inner_steps
reptile,limari,42,4,0.8,0.84,1,0.1,10,inner_steps
reptile,limari,42,5,0.5714285714285714,0.54,1,0.1,10,inner_steps
reptile,limari,42,6,0.3333333333333333,0.44999999999999996,1,0.1,10,inner_steps
reptile,limari,42,7,0.5555555555555556,0.75,1,0.1,10,inner_steps
reptile,limari,42,8,0.72,0.43,1,0.1,10,inner_steps
reptile,limari,42,9,0.5,0.5549999999999999,1,0.1,10,inner_steps
reptile,limari,42,10,0.375,0.51,1,0.1,10,inner_steps
reptile,limari,42,11,0.6666666666666666,0.58,1,0.1,10,inner_steps
reptile,limari,42,12,0.782608695652174,0.86,1,0.1,10,inner_steps
reptile,limari,42,13,0.5555555555555556,0.41999999999999993,1,0.1,10,inner_steps
reptile,limari,42,14,0.6666666666666666,0.65,1,0.1,10,inner_steps
reptile,limari,42,15,0.6086956521739131,0.595,1,0.1,10,inner_steps
reptile,limari,42,16,0.7272727272727273,0.72,1,0.1,10,inner_steps
reptile,limari,42,17,0.7272727272727273,0.645,1,0.1,10,inner_steps
reptile,limari,42,18,0.8,0.83,1,0.1,10,inner_steps
reptile,limari,42,19,0.6,0.71,1,0.1,10,inner_steps
reptile,limari,42,20,0.8181818181818182,0.75,1,0.1,10,inner_steps
reptile,limari,42,21,0.5263157894736842,0.64,1,0.1,10,inner_steps
reptile,limari,42,22,0.7272727272727273,0.72,1,0.1,10,inner_steps
reptile,limari,42,23,0.6363636363636364,0.58,1,0.1,10,inner_steps
reptile,limari,42,24,0.5263157894736842,0.6699999999999999,1,0.1,10,inner_steps
reptile,limari,42,25,0.8421052631578947,0.8700000000000001,1,0.1,10,inner_steps
reptile,limari,42,26,0.782608695652174,0.75,1,0.1,10,inner_steps
reptile,limari,42,27,0.6153846153846154,0.39,1,0.1,10,inner_steps
reptile,limari,42,28,0.5,0.75,1,0.1,10,inner_steps
reptile,limari,42,29,0.6956521739130435,0.52,1,0.1,10,inner_steps
reptile,copiapo,123,0,0.8571428571428571,0.8700000000000002,1,0.1,10,inner_steps
reptile,copiapo,123,1,0.8571428571428571,0.93,1,0.1,10,inner_steps
reptile,copiapo,123,2,0.7058823529411765,0.8200000000000001,1,0.1,10,inner_steps
reptile,copiapo,123,3,0.9,0.96,1,0.1,10,inner_steps
reptile,copiapo,123,4,0.9,0.9900000000000001,1,0.1,10,inner_steps
reptile,copiapo,123,5,0.6666666666666666,0.85,1,0.1,10,inner_steps
reptile,copiapo,123,6,0.8421052631578947,0.91,1,0.1,10,inner_steps
reptile,copiapo,123,7,0.75,0.9400000000000001,1,0.1,10,inner_steps
reptile,copiapo,123,8,0.8421052631578947,0.8900000000000001,1,0.1,10,inner_steps
reptile,copiapo,123,9,0.8333333333333334,1.0,1,0.1,10,inner_steps
reptile,copiapo,123,10,0.9523809523809523,0.99,1,0.1,10,inner_steps
reptile,copiapo,123,11,0.9090909090909091,0.92,1,0.1,10,inner_steps
reptile,copiapo,123,12,0.8571428571428571,0.9299999999999999,1,0.1,10,inner_steps
reptile,copiapo,123,13,0.7692307692307693,0.8250000000000001,1,0.1,10,inner_steps
reptile,copiapo,123,14,0.7777777777777778,0.875,1,0.1,10,inner_steps
reptile,copiapo,123,15,0.7368421052631579,0.9400000000000001,1,0.1,10,inner_steps
reptile,copiapo,123,16,0.8421052631578947,0.9,1,0.1,10,inner_steps
reptile,copiapo,123,17,0.8181818181818182,0.97,1,0.1,10,inner_steps
reptile,copiapo,123,18,0.8571428571428571,0.9600000000000001,1,0.1,10,inner_steps
reptile,copiapo,123,19,0.8421052631578947,0.91,1,0.1,10,inner_steps
reptile,copiapo,123,20,0.7619047619047619,0.89,1,0.1,10,inner_steps
reptile,copiapo,123,21,0.8571428571428571,0.9400000000000001,1,0.1,10,inner_steps
reptile,copiapo,123,22,0.8571428571428571,0.9800000000000001,1,0.1,10,inner_steps
reptile,copiapo,123,23,0.7368421052631579,0.8400000000000001,1,0.1,10,inner_steps
reptile,copiapo,123,24,0.9,0.93,1,0.1,10,inner_steps
reptile,copiapo,123,25,0.7,0.9,1,0.1,10,inner_steps
reptile,copiapo,123,26,0.6666666666666666,0.9099999999999999,1,0.1,10,inner_steps
reptile,copiapo,123,27,0.8181818181818182,0.93,1,0.1,10,inner_steps
reptile,copiapo,123,28,0.8888888888888888,0.99,1,0.1,10,inner_steps
reptile,copiapo,123,29,0.8,0.93,1,0.1,10,inner_steps
reptile,huasco,123,0,0.7619047619047619,0.8200000000000001,1,0.1,10,inner_steps
reptile,huasco,123,1,0.9,0.8999999999999999,1,0.1,10,inner_steps
reptile,huasco,123,2,0.8695652173913043,0.9400000000000001,1,0.1,10,inner_steps
reptile,huasco,123,3,0.8181818181818182,0.8500000000000001,1,0.1,10,inner_steps
reptile,huasco,123,4,0.6666666666666666,0.86,1,0.1,10,inner_steps
reptile,huasco,123,5,0.8421052631578947,0.93,1,0.1,10,inner_steps
reptile,huasco,123,6,0.9523809523809523,0.9700000000000001,1,0.1,10,inner_steps
reptile,huasco,123,7,1.0,1.0,1,0.1,10,inner_steps
reptile,huasco,123,8,0.8421052631578947,0.9100000000000001,1,0.1,10,inner_steps
reptile,huasco,123,9,0.8421052631578947,0.9800000000000001,1,0.1,10,inner_steps
reptile,huasco,123,10,0.9523809523809523,0.96,1,0.1,10,inner_steps
reptile,huasco,123,11,1.0,1.0,1,0.1,10,inner_steps
reptile,huasco,123,12,0.8888888888888888,0.8900000000000001,1,0.1,10,inner_steps
reptile,huasco,123,13,0.9,0.98,1,0.1,10,inner_steps
reptile,huasco,123,14,1.0,1.0,1,0.1,10,inner_steps
reptile,huasco,123,15,0.9,0.9800000000000001,1,0.1,10,inner_steps
reptile,huasco,123,16,0.9,0.9400000000000001,1,0.1,10,inner_steps
reptile,huasco,123,17,0.8235294117647058,0.98,1,0.1,10,inner_steps
reptile,huasco,123,18,0.9523809523809523,0.97,1,0.1,10,inner_steps
reptile,huasco,123,19,0.8181818181818182,0.8749999999999999,1,0.1,10,inner_steps
reptile,huasco,123,20,0.9,0.9500000000000001,1,0.1,10,inner_steps
reptile,huasco,123,21,0.9473684210526315,1.0,1,0.1,10,inner_steps
reptile,huasco,123,22,0.8695652173913043,0.9800000000000001,1,0.1,10,inner_steps
reptile,huasco,123,23,0.6086956521739131,0.65,1,0.1,10,inner_steps
reptile,huasco,123,24,0.8,0.8699999999999999,1,0.1,10,inner_steps
reptile,huasco,123,25,0.9090909090909091,0.9199999999999999,1,0.1,10,inner_steps
reptile,huasco,123,26,0.625,0.9199999999999999,1,0.1,10,inner_steps
reptile,huasco,123,27,1.0,1.0,1,0.1,10,inner_steps
reptile,huasco,123,28,0.64,0.68,1,0.1,10,inner_steps
reptile,huasco,123,29,0.5263157894736842,0.8,1,0.1,10,inner_steps
reptile,elqui,123,0,0.7368421052631579,0.8500000000000001,1,0.1,10,inner_steps
reptile,elqui,123,1,0.7692307692307693,0.8300000000000001,1,0.1,10,inner_steps
reptile,elqui,123,2,0.8,0.96,1,0.1,10,inner_steps
reptile,elqui,123,3,0.8,0.825,1,0.1,10,inner_steps
reptile,elqui,123,4,0.7058823529411765,0.9400000000000001,1,0.1,10,inner_steps
reptile,elqui,123,5,0.9523809523809523,0.91,1,0.1,10,inner_steps
reptile,elqui,123,6,0.9523809523809523,0.97,1,0.1,10,inner_steps
reptile,elqui,123,7,0.7272727272727273,0.76,1,0.1,10,inner_steps
reptile,elqui,123,8,0.8695652173913043,0.9099999999999999,1,0.1,10,inner_steps
reptile,elqui,123,9,0.47058823529411764,0.8,1,0.1,10,inner_steps
reptile,elqui,123,10,0.8,0.89,1,0.1,10,inner_steps
reptile,elqui,123,11,0.8421052631578947,0.9,1,0.1,10,inner_steps
reptile,elqui,123,12,0.6666666666666666,0.7,1,0.1,10,inner_steps
reptile,elqui,123,13,0.6666666666666666,0.9400000000000001,1,0.1,10,inner_steps
reptile,elqui,123,14,0.7142857142857143,0.7849999999999999,1,0.1,10,inner_steps
reptile,elqui,123,15,0.8235294117647058,0.97,1,0.1,10,inner_steps
reptile,elqui,123,16,0.7619047619047619,0.76,1,0.1,10,inner_steps
reptile,elqui,123,17,0.6956521739130435,0.85,1,0.1,10,inner_steps
reptile,elqui,123,18,0.782608695652174,0.93,1,0.1,10,inner_steps
reptile,elqui,123,19,0.8888888888888888,0.94,1,0.1,10,inner_steps
reptile,elqui,123,20,0.9,0.9,1,0.1,10,inner_steps
reptile,elqui,123,21,0.782608695652174,0.8400000000000001,1,0.1,10,inner_steps
reptile,elqui,123,22,0.72,0.8,1,0.1,10,inner_steps
reptile,elqui,123,23,0.8,0.9,1,0.1,10,inner_steps
reptile,elqui,123,24,0.6,0.75,1,0.1,10,inner_steps
reptile,elqui,123,25,0.8571428571428571,0.9700000000000001,1,0.1,10,inner_steps
reptile,elqui,123,26,0.75,0.9400000000000001,1,0.1,10,inner_steps
reptile,elqui,123,27,0.8421052631578947,0.8800000000000001,1,0.1,10,inner_steps
reptile,elqui,123,28,0.7,0.8400000000000001,1,0.1,10,inner_steps
reptile,elqui,123,29,0.631578947368421,0.82,1,0.1,10,inner_steps
reptile,limari,123,0,0.3076923076923077,0.73,1,0.1,10,inner_steps
reptile,limari,123,1,0.782608695652174,0.7999999999999999,1,0.1,10,inner_steps
reptile,limari,123,2,0.5882352941176471,0.82,1,0.1,10,inner_steps
reptile,limari,123,3,0.631578947368421,0.7100000000000001,1,0.1,10,inner_steps
reptile,limari,123,4,0.42105263157894735,0.58,1,0.1,10,inner_steps
reptile,limari,123,5,0.6363636363636364,0.63,1,0.1,10,inner_steps
reptile,limari,123,6,0.5333333333333333,0.67,1,0.1,10,inner_steps
reptile,limari,123,7,0.631578947368421,0.76,1,0.1,10,inner_steps
reptile,limari,123,8,0.6956521739130435,0.685,1,0.1,10,inner_steps
reptile,limari,123,9,0.8,0.87,1,0.1,10,inner_steps
reptile,limari,123,10,0.8571428571428571,0.8200000000000001,1,0.1,10,inner_steps
reptile,limari,123,11,0.5833333333333334,0.565,1,0.1,10,inner_steps
reptile,limari,123,12,0.6,0.49,1,0.1,10,inner_steps
reptile,limari,123,13,0.6666666666666666,0.76,1,0.1,10,inner_steps
reptile,limari,123,14,0.75,0.88,1,0.1,10,inner_steps
reptile,limari,123,15,0.5714285714285714,0.5700000000000001,1,0.1,10,inner_steps
reptile,limari,123,16,0.6666666666666666,0.7,1,0.1,10,inner_steps
reptile,limari,123,17,0.42105263157894735,0.41999999999999993,1,0.1,10,inner_steps
reptile,limari,123,18,0.6666666666666666,0.76,1,0.1,10,inner_steps
reptile,limari,123,19,0.8571428571428571,0.9300000000000002,1,0.1,10,inner_steps
reptile,limari,123,20,0.75,0.79,1,0.1,10,inner_steps
reptile,limari,123,21,0.8571428571428571,0.8500000000000001,1,0.1,10,inner_steps
reptile,limari,123,22,0.782608695652174,0.88,1,0.1,10,inner_steps
reptile,limari,123,23,0.6086956521739131,0.76,1,0.1,10,inner_steps
reptile,limari,123,24,0.5,0.63,1,0.1,10,inner_steps
reptile,limari,123,25,0.5263157894736842,0.6100000000000001,1,0.1,10,inner_steps
reptile,limari,123,26,0.6,0.72,1,0.1,10,inner_steps
reptile,limari,123,27,0.8571428571428571,0.9099999999999999,1,0.1,10,inner_steps
reptile,limari,123,28,0.8,0.9099999999999999,1,0.1,10,inner_steps
reptile,limari,123,29,0.6666666666666666,0.86,1,0.1,10,inner_steps
reptile,copiapo,7,0,0.7272727272727273,0.8800000000000001,1,0.1,10,inner_steps
reptile,copiapo,7,1,0.8421052631578947,0.9600000000000002,1,0.1,10,inner_steps
reptile,copiapo,7,2,0.8695652173913043,0.99,1,0.1,10,inner_steps
reptile,copiapo,7,3,0.8235294117647058,0.99,1,0.1,10,inner_steps
reptile,copiapo,7,4,0.5555555555555556,0.74,1,0.1,10,inner_steps
reptile,copiapo,7,5,0.8,0.9299999999999999,1,0.1,10,inner_steps
reptile,copiapo,7,6,0.625,0.89,1,0.1,10,inner_steps
reptile,copiapo,7,7,0.8571428571428571,0.9600000000000001,1,0.1,10,inner_steps
reptile,copiapo,7,8,0.7058823529411765,0.93,1,0.1,10,inner_steps
reptile,copiapo,7,9,0.7777777777777778,0.94,1,0.1,10,inner_steps
reptile,copiapo,7,10,0.782608695652174,0.9100000000000001,1,0.1,10,inner_steps
reptile,copiapo,7,11,0.7058823529411765,0.92,1,0.1,10,inner_steps
reptile,copiapo,7,12,0.7058823529411765,0.9300000000000002,1,0.1,10,inner_steps
reptile,copiapo,7,13,0.8181818181818182,0.9400000000000001,1,0.1,10,inner_steps
reptile,copiapo,7,14,0.8181818181818182,0.84,1,0.1,10,inner_steps
reptile,copiapo,7,15,0.8181818181818182,0.89,1,0.1,10,inner_steps
reptile,copiapo,7,16,0.8571428571428571,0.9099999999999999,1,0.1,10,inner_steps
reptile,copiapo,7,17,0.7368421052631579,0.9,1,0.1,10,inner_steps
reptile,copiapo,7,18,0.8235294117647058,1.0,1,0.1,10,inner_steps
reptile,copiapo,7,19,0.8571428571428571,0.9800000000000001,1,0.1,10,inner_steps
reptile,copiapo,7,20,0.6666666666666666,0.87,1,0.1,10,inner_steps
reptile,copiapo,7,21,0.9090909090909091,0.98,1,0.1,10,inner_steps
reptile,copiapo,7,22,0.8,1.0,1,0.1,10,inner_steps
reptile,copiapo,7,23,0.7272727272727273,0.755,1,0.1,10,inner_steps
reptile,copiapo,7,24,0.8181818181818182,0.8899999999999999,1,0.1,10,inner_steps
reptile,copiapo,7,25,0.9,0.99,1,0.1,10,inner_steps
reptile,copiapo,7,26,0.7619047619047619,0.7949999999999999,1,0.1,10,inner_steps
reptile,copiapo,7,27,0.9473684210526315,1.0,1,0.1,10,inner_steps
reptile,copiapo,7,28,0.7058823529411765,0.9,1,0.1,10,inner_steps
reptile,copiapo,7,29,0.8181818181818182,0.83,1,0.1,10,inner_steps
reptile,huasco,7,0,0.8,0.64,1,0.1,10,inner_steps
reptile,huasco,7,1,0.8571428571428571,0.96,1,0.1,10,inner_steps
reptile,huasco,7,2,0.7368421052631579,0.85,1,0.1,10,inner_steps
reptile,huasco,7,3,0.8235294117647058,0.9800000000000001,1,0.1,10,inner_steps
reptile,huasco,7,4,0.7407407407407407,0.76,1,0.1,10,inner_steps
reptile,huasco,7,5,0.8421052631578947,0.9099999999999999,1,0.1,10,inner_steps
reptile,huasco,7,6,0.6666666666666666,0.8300000000000001,1,0.1,10,inner_steps
reptile,huasco,7,7,0.9523809523809523,0.96,1,0.1,10,inner_steps
reptile,huasco,7,8,0.7619047619047619,0.8599999999999999,1,0.1,10,inner_steps
reptile,huasco,7,9,0.6666666666666666,0.71,1,0.1,10,inner_steps
reptile,huasco,7,10,0.8695652173913043,0.8300000000000001,1,0.1,10,inner_steps
reptile,huasco,7,11,0.9,0.97,1,0.1,10,inner_steps
reptile,huasco,7,12,0.6,0.72,1,0.1,10,inner_steps
reptile,huasco,7,13,0.9,0.9,1,0.1,10,inner_steps
reptile,huasco,7,14,0.8235294117647058,0.93,1,0.1,10,inner_steps
reptile,huasco,7,15,0.8695652173913043,0.9149999999999999,1,0.1,10,inner_steps
reptile,huasco,7,16,0.8421052631578947,0.9500000000000001,1,0.1,10,inner_steps
reptile,huasco,7,17,0.8,0.9200000000000002,1,0.1,10,inner_steps
reptile,huasco,7,18,0.8888888888888888,0.9800000000000001,1,0.1,10,inner_steps
reptile,huasco,7,19,0.8,0.885,1,0.1,10,inner_steps
reptile,huasco,7,20,0.7619047619047619,0.83,1,0.1,10,inner_steps
reptile,huasco,7,21,0.8,0.82,1,0.1,10,inner_steps
reptile,huasco,7,22,0.7368421052631579,0.86,1,0.1,10,inner_steps
reptile,huasco,7,23,0.8695652173913043,0.81,1,0.1,10,inner_steps
reptile,huasco,7,24,0.782608695652174,0.9400000000000001,1,0.1,10,inner_steps
reptile,huasco,7,25,0.9090909090909091,0.91,1,0.1,10,inner_steps
reptile,huasco,7,26,0.6,0.705,1,0.1,10,inner_steps
reptile,huasco,7,27,0.8181818181818182,0.88,1,0.1,10,inner_steps
reptile,huasco,7,28,0.8421052631578947,0.95,1,0.1,10,inner_steps
reptile,huasco,7,29,0.9473684210526315,1.0,1,0.1,10,inner_steps
reptile,elqui,7,0,0.5555555555555556,0.61,1,0.1,10,inner_steps
reptile,elqui,7,1,0.7142857142857143,0.6599999999999999,1,0.1,10,inner_steps
reptile,elqui,7,2,0.8,0.93,1,0.1,10,inner_steps
reptile,elqui,7,3,0.8181818181818182,0.9700000000000001,1,0.1,10,inner_steps
reptile,elqui,7,4,0.8,0.8800000000000001,1,0.1,10,inner_steps
reptile,elqui,7,5,0.7777777777777778,0.8900000000000001,1,0.1,10,inner_steps
reptile,elqui,7,6,0.9,0.95,1,0.1,10,inner_steps
reptile,elqui,7,7,0.7272727272727273,0.73,1,0.1,10,inner_steps
reptile,elqui,7,8,0.75,0.81,1,0.1,10,inner_steps
reptile,elqui,7,9,0.9,0.9000000000000001,1,0.1,10,inner_steps
reptile,elqui,7,10,0.7777777777777778,0.8200000000000001,1,0.1,10,inner_steps
reptile,elqui,7,11,0.8888888888888888,0.9500000000000001,1,0.1,10,inner_steps
reptile,elqui,7,12,0.8571428571428571,0.9400000000000001,1,0.1,10,inner_steps
reptile,elqui,7,13,0.7272727272727273,0.78,1,0.1,10,inner_steps
reptile,elqui,7,14,0.7777777777777778,0.78,1,0.1,10,inner_steps
reptile,elqui,7,15,0.8235294117647058,0.9299999999999999,1,0.1,10,inner_steps
reptile,elqui,7,16,0.6666666666666666,0.8500000000000001,1,0.1,10,inner_steps
reptile,elqui,7,17,0.8571428571428571,0.9299999999999999,1,0.1,10,inner_steps
reptile,elqui,7,18,0.782608695652174,0.81,1,0.1,10,inner_steps
reptile,elqui,7,19,0.7058823529411765,0.76,1,0.1,10,inner_steps
reptile,elqui,7,20,0.782608695652174,0.845,1,0.1,10,inner_steps
reptile,elqui,7,21,0.8888888888888888,0.9,1,0.1,10,inner_steps
reptile,elqui,7,22,0.9,0.97,1,0.1,10,inner_steps
reptile,elqui,7,23,0.9,0.9,1,0.1,10,inner_steps
reptile,elqui,7,24,0.8181818181818182,0.785,1,0.1,10,inner_steps
reptile,elqui,7,25,0.9090909090909091,0.98,1,0.1,10,inner_steps
reptile,elqui,7,26,0.42857142857142855,0.6099999999999999,1,0.1,10,inner_steps
reptile,elqui,7,27,0.6666666666666666,0.7,1,0.1,10,inner_steps
reptile,elqui,7,28,0.75,0.85,1,0.1,10,inner_steps
reptile,elqui,7,29,0.8695652173913043,0.95,1,0.1,10,inner_steps
reptile,limari,7,0,0.5714285714285714,0.5549999999999999,1,0.1,10,inner_steps
reptile,limari,7,1,0.7368421052631579,0.78,1,0.1,10,inner_steps
reptile,limari,7,2,0.75,0.74,1,0.1,10,inner_steps
reptile,limari,7,3,0.7777777777777778,0.9,1,0.1,10,inner_steps
reptile,limari,7,4,0.6666666666666666,0.635,1,0.1,10,inner_steps
reptile,limari,7,5,0.8,0.85,1,0.1,10,inner_steps
reptile,limari,7,6,0.8,0.75,1,0.1,10,inner_steps
reptile,limari,7,7,0.47058823529411764,0.61,1,0.1,10,inner_steps
reptile,limari,7,8,0.7272727272727273,0.77,1,0.1,10,inner_steps
reptile,limari,7,9,0.5454545454545454,0.52,1,0.1,10,inner_steps
reptile,limari,7,10,0.47058823529411764,0.6900000000000001,1,0.1,10,inner_steps
reptile,limari,7,11,0.75,0.62,1,0.1,10,inner_steps
reptile,limari,7,12,0.8421052631578947,0.88,1,0.1,10,inner_steps
reptile,limari,7,13,0.46153846153846156,0.8399999999999999,1,0.1,10,inner_steps
reptile,limari,7,14,0.7619047619047619,0.9,1,0.1,10,inner_steps
reptile,limari,7,15,0.43478260869565216,0.36,1,0.1,10,inner_steps
reptile,limari,7,16,0.7368421052631579,0.8200000000000001,1,0.1,10,inner_steps
reptile,limari,7,17,0.7368421052631579,0.8200000000000001,1,0.1,10,inner_steps
reptile,limari,7,18,0.6666666666666666,0.7100000000000001,1,0.1,10,inner_steps
reptile,limari,7,19,0.64,0.5,1,0.1,10,inner_steps
reptile,limari,7,20,0.8,0.9299999999999999,1,0.1,10,inner_steps
reptile,limari,7,21,0.6,0.73,1,0.1,10,inner_steps
reptile,limari,7,22,0.5555555555555556,0.7050000000000001,1,0.1,10,inner_steps
